product_id,product_name,category,stock_quantity,weekly_sales,supplier_delay_days,min_stock_level,price,last_sale_days,seasonality,risk_level
847,Ink Cartridge,Electronics,3,64,15,37,2366,0,1,High
848,Keyboard,Storage Devices,36,7,7,38,487,8,0,Medium
849,Ink Cartridge,Storage Devices,15,64,10,70,415,0,0,High
850,HDD,Printer Supplies,14,33,8,12,786,12,0,Medium
851,Receipt Printer,Electronics,21,9,4,26,2180,82,1,Medium
852,Receipt Printer,Office Supplies,37,14,7,32,2392,6,1,Medium
853,Safety Gloves,Printer Supplies,11,40,11,73,1789,7,1,High
854,Laptop Charger,Office Supplies,6,37,11,37,1260,9,0,High
855,USB Flash,Storage Devices,42,5,2,59,898,71,1,Medium
856,USB Flash,Office Supplies,376,2,1,37,1843,10,1,Low
857,Mouse,Printer Supplies,55,38,5,42,600,5,1,Medium
858,Router,Printer Supplies,83,38,6,75,2298,16,0,Medium
859,Barcode Scanner,Printer Supplies,5,32,9,34,35,9,0,High
860,Pen Pack,Electronics,7,65,7,24,236,1,1,High
861,Ink Cartridge,Printer Supplies,15,50,11,32,1377,10,0,High
862,Safety Gloves,Safety,345,4,1,32,1461,28,0,Low
863,Switch,Electronics,439,3,2,64,910,21,0,Low
864,Mouse,Storage Devices,726,1,1,79,395,28,0,Low
865,Safety Gloves,Electronics,406,7,3,52,2095,13,0,Low
866,Keyboard,Electronics,17,59,13,57,1534,0,0,High
867,Laptop Charger,Computer Accessories,290,0,1,13,2106,23,0,Low
868,Toner,Office Supplies,6,55,8,76,298,6,1,High
869,Toner,Office Supplies,12,45,12,64,185,5,1,High
870,Laptop Charger,Office Supplies,29,46,13,67,2256,2,0,High
871,Barcode Scanner,Storage Devices,280,2,3,40,1926,9,1,Low
872,Ink Cartridge,Mobile Accessories,175,4,4,27,1066,20,0,Low
873,HDD,Printer Supplies,128,4,1,13,571,31,0,Low
874,Router,Office Supplies,0,42,15,29,2148,5,1,High
875,Barcode Scanner,Storage Devices,200,1,4,51,1858,10,0,Low
876,Receipt Printer,Safety,72,8,1,24,2380,2,0,Low
877,Keyboard,Safety,36,38,6,26,1308,14,1,Medium
878,Toner,Electronics,0,62,12,45,2472,2,1,High
879,Keyboard,Safety,45,38,6,30,1486,15,1,Medium
880,USB Flash,Office Supplies,548,0,3,53,903,22,1,Low
881,Barcode Scanner,Storage Devices,0,70,11,53,2409,1,1,High
882,Monitor Stand,Storage Devices,8,4,4,17,2393,107,0,Medium
883,Notebook,Storage Devices,16,11,7,18,1880,38,1,Medium
884,Router,Mobile Accessories,14,27,7,13,1558,9,0,Medium
885,HDD,Mobile Accessories,416,2,1,70,918,18,1,Low
886,Pen Pack,Electronics,2,64,9,22,35,2,1,High
887,HDD,Office Supplies,72,38,5,59,1413,20,0,Medium
888,Notebook,Printer Supplies,27,43,8,57,442,0,1,High
889,Switch,Safety,453,2,1,61,332,6,0,Low
890,Keyboard,Computer Accessories,29,11,8,29,1532,3,1,Medium
891,Router,Printer Supplies,15,38,9,15,46,8,0,Medium
892,Toner,Computer Accessories,3,48,14,10,560,4,1,High
893,Switch,Storage Devices,11,4,2,19,84,78,0,Medium
894,Barcode Scanner,Mobile Accessories,633,0,1,77,2500,23,0,Low
895,Switch,Safety,31,4,2,66,1959,94,0,Medium
896,Toner,Storage Devices,10,54,14,55,2222,2,1,High
897,Pen Pack,Electronics,343,1,1,28,1165,19,0,Low
898,Switch,Printer Supplies,64,38,5,45,1775,0,1,Medium
899,Switch,Mobile Accessories,239,4,1,28,2321,20,0,Low
900,Mouse,Electronics,152,7,2,21,882,24,0,Low
901,Keyboard,Computer Accessories,329,0,1,46,396,1,0,Low
902,Laptop Charger,Computer Accessories,246,2,1,15,2147,21,0,Low
903,Toner,Electronics,0,61,13,10,1869,1,1,High
904,Mouse,Electronics,338,5,3,52,1616,1,0,Low
905,Router,Printer Supplies,75,38,7,73,2032,0,1,Medium
906,Receipt Printer,Storage Devices,15,4,3,22,1302,75,0,Medium
907,Safety Gloves,Safety,154,8,3,21,714,4,0,Low
908,Toner,Safety,29,4,4,49,286,73,0,Medium
909,HDD,Mobile Accessories,500,5,1,77,1990,7,0,Low
910,Printer Cable,Electronics,333,7,2,37,35,31,0,Low
911,Receipt Printer,Mobile Accessories,47,45,13,63,787,3,1,High
912,Router,Office Supplies,5,33,15,25,1899,3,0,High
913,Router,Computer Accessories,7,36,10,41,1167,11,1,High
914,Mouse,Computer Accessories,14,38,3,13,1518,8,0,Medium
915,Mouse,Electronics,208,3,2,57,2049,4,0,Low
916,Receipt Printer,Electronics,24,4,4,35,2156,83,0,Medium
917,Safety Gloves,Printer Supplies,12,24,14,57,681,7,1,High
918,Mouse,Printer Supplies,0,62,12,30,507,3,0,High
919,Router,Mobile Accessories,18,25,7,15,1371,9,0,Medium
920,Router,Storage Devices,268,0,2,34,1458,8,0,Low
921,Printer Cable,Mobile Accessories,29,47,11,67,1434,9,1,High
922,Safety Gloves,Computer Accessories,130,4,1,15,2245,22,0,Low
923,HDD,Safety,23,32,13,41,979,8,1,High
924,Barcode Scanner,Computer Accessories,144,2,1,18,35,19,1,Low
925,Switch,Computer Accessories,5,63,10,17,1374,5,1,High
926,Monitor Stand,Storage Devices,13,9,4,22,2496,108,1,Medium
927,Printer Cable,Electronics,54,9,6,53,253,1,0,Medium
928,USB Flash,Safety,28,38,8,24,405,0,0,Medium
929,Switch,Office Supplies,320,0,3,31,1906,15,0,Low
930,Mouse,Mobile Accessories,2,58,10,13,714,6,1,High
931,Mouse,Electronics,98,4,1,28,502,25,0,Low
932,HDD,Computer Accessories,61,32,4,54,1092,3,0,Medium
933,Notebook,Storage Devices,13,12,7,18,1744,28,0,Medium
934,Switch,Mobile Accessories,11,4,3,17,2062,91,1,Medium
935,Toner,Printer Supplies,3,53,13,44,1467,1,1,High
936,HDD,Office Supplies,57,38,5,54,1346,8,1,Medium
937,Mouse,Computer Accessories,26,38,3,22,1738,6,0,Medium
938,Router,Storage Devices,33,6,2,49,2367,86,0,Medium
939,Laptop Charger,Safety,13,7,3,23,696,108,0,Medium
940,Barcode Scanner,Safety,10,4,4,15,2179,108,0,Medium
941,Toner,Electronics,0,62,11,47,2488,3,1,High
942,Safety Gloves,Printer Supplies,194,0,3,50,1837,24,0,Low
943,Monitor Stand,Electronics,55,38,6,44,2248,6,1,Medium
944,Notebook,Mobile Accessories,514,1,2,47,2408,12,0,Low
945,Router,Storage Devices,296,5,1,80,438,2,0,Low
946,Router,Printer Supplies,101,38,7,69,2172,4,1,Medium
947,Barcode Scanner,Electronics,110,2,1,19,240,26,1,Low
948,Keyboard,Safety,3,47,12,13,1691,7,1,High
949,Notebook,Mobile Accessories,74,32,7,69,2369,2,0,Medium
950,Safety Gloves,Safety,37,4,5,59,62,64,0,Medium
951,Safety Gloves,Electronics,33,38,6,31,568,3,0,Medium
952,Pen Pack,Printer Supplies,84,38,3,77,431,0,0,Medium
953,Safety Gloves,Computer Accessories,557,6,4,49,1430,18,1,Low
954,Notebook,Printer Supplies,14,47,14,46,427,0,1,High
955,Keyboard,Storage Devices,43,6,7,32,556,1,1,Medium
956,Mouse,Electronics,346,4,3,63,1628,2,0,Low
957,Laptop Charger,Computer Accessories,25,9,6,21,208,20,1,Medium
958,Keyboard,Safety,26,53,11,53,1280,5,1,High
959,Laptop Charger,Electronics,340,7,1,51,2275,10,0,Low
960,Keyboard,Safety,1,43,14,10,1765,12,0,High
961,Safety Gloves,Electronics,367,4,3,54,1814,12,0,Low
962,Toner,Printer Supplies,51,17,4,52,1108,22,0,Medium
963,Laptop Charger,Safety,131,5,1,25,1818,3,0,Low
964,Barcode Scanner,Mobile Accessories,1,33,13,20,989,0,1,High
965,Mouse,Printer Supplies,0,62,14,37,416,2,0,High
966,Safety Gloves,Storage Devices,11,9,7,19,1141,2,0,Medium
967,HDD,Mobile Accessories,8,41,11,30,1085,4,0,High
968,Laptop Charger,Office Supplies,249,9,1,31,1391,20,0,Low
969,Laptop Charger,Printer Supplies,78,38,3,65,1863,3,0,Medium
970,Monitor Stand,Mobile Accessories,38,4,5,60,1670,91,0,Medium
971,Keyboard,Safety,16,52,12,49,1195,4,1,High
972,Printer Cable,Safety,63,15,4,63,688,18,0,Medium
973,Barcode Scanner,Mobile Accessories,525,0,2,77,2411,23,0,Low
974,HDD,Mobile Accessories,18,31,2,17,1941,10,0,Medium
975,Notebook,Electronics,33,57,15,77,1119,7,0,High
976,Ink Cartridge,Printer Supplies,14,39,11,33,1317,0,1,High
977,Router,Office Supplies,2,32,14,28,2042,3,1,High
978,Pen Pack,Electronics,1,64,8,21,344,7,1,High
979,Toner,Storage Devices,40,57,14,55,2500,2,1,High
980,Notebook,Printer Supplies,508,6,2,69,1025,5,0,Low
981,Barcode Scanner,Printer Supplies,466,7,4,41,2289,14,0,Low
982,Pen Pack,Storage Devices,7,60,9,17,1629,3,0,High
983,Barcode Scanner,Office Supplies,17,47,11,27,2226,0,0,High
984,Safety Gloves,Computer Accessories,132,3,1,18,2165,26,0,Low
985,Toner,Printer Supplies,7,66,15,53,1434,2,0,High
986,Printer Cable,Safety,6,41,12,44,1404,1,1,High
987,Safety Gloves,Printer Supplies,12,20,10,72,1881,12,0,High
988,Receipt Printer,Mobile Accessories,624,4,1,64,1160,16,0,Low
989,Barcode Scanner,Computer Accessories,161,4,1,22,43,16,0,Low
990,Pen Pack,Electronics,0,64,9,13,35,6,0,High
991,Safety Gloves,Computer Accessories,20,39,11,73,2102,0,1,High
992,USB Flash,Mobile Accessories,517,1,3,46,1342,15,1,Low
993,Keyboard,Storage Devices,19,4,2,27,2016,59,0,Medium
994,Ink Cartridge,Safety,18,41,8,69,2474,7,1,High
995,Printer Cable,Safety,25,31,13,40,1264,6,0,High
996,Router,Computer Accessories,336,9,2,26,996,26,0,Low
997,Ink Cartridge,Mobile Accessories,495,2,2,37,915,8,0,Low
998,Laptop Charger,Computer Accessories,34,14,7,26,35,17,1,Medium
999,Mouse,Computer Accessories,19,38,2,21,1768,5,1,Medium
1000,Safety Gloves,Storage Devices,15,16,7,17,1298,10,0,Medium
1001,Notebook,Computer Accessories,27,27,13,70,551,3,1,High
1002,Receipt Printer,Office Supplies,250,3,1,62,1195,26,0,Low
1003,Router,Printer Supplies,103,38,7,75,2290,0,1,Medium
1004,USB Flash,Office Supplies,715,3,2,80,158,3,0,Low
1005,Notebook,Printer Supplies,167,0,2,20,2150,17,0,Low
1006,Safety Gloves,Printer Supplies,6,51,12,64,1717,12,0,High
1007,Safety Gloves,Safety,9,31,10,27,2482,0,1,High
1008,Notebook,Printer Supplies,526,3,1,66,1064,7,0,Low
1009,USB Flash,Office Supplies,12,50,15,19,2375,0,1,High
1010,Receipt Printer,Mobile Accessories,723,2,2,61,1287,15,0,Low
1011,Mouse,Computer Accessories,6,38,3,10,1562,6,0,Medium
1012,Notebook,Printer Supplies,7,30,9,43,489,10,0,High
1013,Receipt Printer,Printer Supplies,296,7,4,32,2399,8,0,Low
1014,Keyboard,Safety,108,38,7,73,1938,13,1,Medium
1015,Ink Cartridge,Electronics,3,63,15,33,2457,0,1,High
1016,Monitor Stand,Storage Devices,8,4,3,16,2412,120,1,Medium
1017,Ink Cartridge,Mobile Accessories,102,7,4,24,1332,21,0,Low
1018,Router,Printer Supplies,121,38,7,80,2370,5,1,Medium
1019,Laptop Charger,Office Supplies,252,0,1,36,1616,21,0,Low
1020,USB Flash,Printer Supplies,21,9,9,21,1377,37,0,Medium
1021,Toner,Safety,25,4,5,55,550,74,1,Medium
1022,Toner,Printer Supplies,50,17,4,46,1228,15,1,Medium
1023,HDD,Storage Devices,609,8,4,80,2213,29,0,Low
1024,Switch,Computer Accessories,1,65,14,29,1466,8,1,High
1025,Router,Printer Supplies,17,47,14,57,237,7,0,High
1026,Pen Pack,Storage Devices,371,4,1,51,126,8,0,Low
1027,Toner,Computer Accessories,97,0,1,15,1000,27,0,Low
1028,Switch,Mobile Accessories,348,6,3,57,1829,29,0,Low
1029,HDD,Office Supplies,371,4,2,35,328,16,0,Low
1030,Notebook,Storage Devices,20,5,6,17,830,17,1,Medium
1031,HDD,Safety,25,29,12,34,798,0,1,High
1032,Pen Pack,Storage Devices,0,61,9,10,1384,8,1,High
1033,Pen Pack,Printer Supplies,25,4,4,47,410,115,0,Medium
1034,Receipt Printer,Office Supplies,321,5,3,59,1508,26,1,Low
1035,HDD,Safety,57,38,7,46,273,0,1,Medium
1036,Keyboard,Computer Accessories,39,4,5,46,543,108,1,Medium
1037,Switch,Office Supplies,340,0,1,33,1828,16,1,Low
1038,Keyboard,Electronics,37,27,14,56,1655,5,1,High
1039,Laptop Charger,Electronics,369,8,1,49,2500,10,0,Low
1040,USB Flash,Computer Accessories,1,35,13,30,1254,8,1,High
1041,HDD,Electronics,4,22,10,53,2076,5,0,High
1042,Monitor Stand,Printer Supplies,3,58,11,74,2500,12,1,High
1043,Keyboard,Safety,1,46,13,10,1630,9,0,High
1044,Mouse,Storage Devices,691,1,1,72,695,28,0,Low
1045,Switch,Storage Devices,14,41,13,27,1366,9,0,High
1046,Laptop Charger,Electronics,81,9,6,74,2015,3,1,Medium
1047,Router,Printer Supplies,80,38,8,74,2472,15,0,Medium
1048,USB Flash,Office Supplies,484,8,2,78,35,1,0,Low
1049,Ink Cartridge,Computer Accessories,54,36,5,49,1566,0,0,Medium
1050,Mouse,Computer Accessories,19,38,3,18,1432,4,1,Medium
1051,Laptop Charger,Safety,5,56,15,18,1196,3,1,High
1052,Receipt Printer,Office Supplies,45,16,7,36,2416,6,1,Medium
1053,Barcode Scanner,Storage Devices,77,38,4,51,1762,10,1,Medium
1054,Receipt Printer,Office Supplies,26,9,7,38,2380,18,1,Medium
1055,Laptop Charger,Office Supplies,38,38,15,45,1062,5,1,High
1056,Safety Gloves,Safety,8,51,12,33,2396,10,0,High
1057,Keyboard,Computer Accessories,26,12,8,26,1328,21,0,Medium
1058,Toner,Electronics,0,51,12,45,2500,0,1,High
1059,Pen Pack,Storage Devices,368,3,1,48,186,7,0,Low
1060,Toner,Computer Accessories,0,46,14,18,722,6,1,High
1061,Barcode Scanner,Safety,4,52,10,22,697,3,1,High
1062,Ink Cartridge,Computer Accessories,51,38,5,46,1218,16,1,Medium
1063,HDD,Printer Supplies,54,5,1,14,663,30,0,Low
1064,Switch,Safety,445,1,1,62,315,3,0,Low
1065,Safety Gloves,Electronics,50,38,5,35,698,4,1,Medium
1066,HDD,Printer Supplies,91,38,8,66,804,4,1,Medium
1067,USB Flash,Safety,26,38,8,23,196,6,0,Medium
1068,Barcode Scanner,Safety,20,39,12,67,965,5,1,High
1069,Barcode Scanner,Electronics,3,66,15,58,35,0,0,High
1070,Monitor Stand,Mobile Accessories,32,4,4,55,1591,74,0,Medium
1071,Toner,Storage Devices,379,0,1,56,2011,23,0,Low
1072,USB Flash,Storage Devices,13,49,13,37,2169,4,0,High
1073,HDD,Printer Supplies,45,4,1,19,515,30,0,Low
1074,Keyboard,Safety,7,7,5,10,762,81,0,Medium
1075,USB Flash,Storage Devices,616,1,4,65,48,9,0,Low
1076,Switch,Safety,59,38,5,49,631,11,0,Medium
1077,USB Flash,Mobile Accessories,16,4,5,25,2047,80,0,Medium
1078,Monitor Stand,Mobile Accessories,129,2,4,35,574,9,0,Low
1079,Barcode Scanner,Electronics,32,68,15,49,133,8,1,High
1080,Notebook,Mobile Accessories,502,0,2,47,2246,9,0,Low
1081,Safety Gloves,Electronics,326,7,3,57,2144,14,0,Low
1082,HDD,Printer Supplies,64,38,8,54,842,6,0,Medium
1083,Router,Safety,38,38,5,33,1420,1,0,Medium
1084,Printer Cable,Electronics,746,5,3,71,2271,14,1,Low
1085,Printer Cable,Computer Accessories,581,0,3,54,60,7,0,Low
1086,USB Flash,Safety,27,38,8,26,537,14,1,Medium
1087,Toner,Electronics,0,61,11,47,2500,3,1,High
1088,Safety Gloves,Electronics,5,39,13,53,1132,0,0,High
1089,Laptop Charger,Safety,25,4,3,28,875,91,1,Medium
1090,USB Flash,Electronics,49,11,3,75,2409,20,0,Medium
1091,Switch,Computer Accessories,212,3,1,40,1076,18,0,Low
1092,Barcode Scanner,Safety,358,0,4,47,1313,27,0,Low
1093,Laptop Charger,Safety,40,4,4,62,572,69,0,Medium
1094,Ink Cartridge,Printer Supplies,383,7,3,55,2387,22,0,Low
1095,Ink Cartridge,Safety,13,41,13,79,892,0,0,High
1096,Pen Pack,Storage Devices,0,60,12,76,1129,6,0,High
1097,USB Flash,Mobile Accessories,17,4,5,29,2283,91,0,Medium
1098,HDD,Mobile Accessories,4,51,12,31,1303,4,0,High
1099,Pen Pack,Storage Devices,7,40,13,73,961,6,1,High
1100,Mouse,Computer Accessories,20,38,3,14,1543,7,1,Medium
1101,Barcode Scanner,Electronics,122,1,1,21,101,25,1,Low
1102,HDD,Printer Supplies,22,31,7,19,818,9,0,Medium
1103,Ink Cartridge,Safety,20,26,15,74,2413,6,1,High
1104,Ink Cartridge,Printer Supplies,422,7,4,53,2407,21,0,Low
1105,Notebook,Electronics,19,66,15,72,674,10,1,High
1106,Safety Gloves,Safety,9,43,11,33,2096,4,1,High
1107,Pen Pack,Storage Devices,4,46,11,80,781,6,1,High
1108,Toner,Storage Devices,14,53,11,40,1427,9,1,High
1109,Safety Gloves,Storage Devices,14,22,6,12,1211,1,0,Medium
1110,Pen Pack,Printer Supplies,26,4,6,35,2171,54,1,Medium
1111,USB Flash,Office Supplies,5,51,15,23,2375,6,1,High
1112,Receipt Printer,Printer Supplies,469,4,1,64,1458,21,0,Low
1113,USB Flash,Safety,21,38,7,19,181,4,0,Medium
1114,Ink Cartridge,Safety,32,6,5,47,2218,104,0,Medium
1115,Mouse,Printer Supplies,0,59,13,31,653,3,0,High
1116,Switch,Computer Accessories,310,2,1,43,1352,19,0,Low
1117,Receipt Printer,Computer Accessories,48,37,6,32,356,3,1,Medium
1118,Keyboard,Electronics,17,57,14,56,1847,0,0,High
1119,Barcode Scanner,Mobile Accessories,2,36,12,15,996,2,1,High
1120,Laptop Charger,Safety,18,5,3,26,1043,108,1,Medium
1121,Keyboard,Storage Devices,14,4,2,28,1964,69,0,Medium
1122,Printer Cable,Office Supplies,296,1,3,37,1181,8,0,Low
1123,Safety Gloves,Computer Accessories,17,43,11,68,1649,0,1,High
1124,Safety Gloves,Computer Accessories,505,7,4,48,1436,16,1,Low
1125,Safety Gloves,Computer Accessories,583,6,3,51,1541,20,0,Low
1126,Router,Mobile Accessories,8,29,6,10,1044,12,0,Medium
1127,Safety Gloves,Electronics,381,5,1,50,1899,10,0,Low
1128,Laptop Charger,Office Supplies,3,45,14,57,2200,10,1,High
1129,HDD,Office Supplies,261,5,2,38,585,16,0,Low
1130,Pen Pack,Electronics,31,4,2,65,506,91,0,Medium
1131,Receipt Printer,Office Supplies,30,10,6,30,2331,12,1,Medium
1132,Toner,Computer Accessories,69,0,1,23,814,27,0,Low
1133,Barcode Scanner,Mobile Accessories,4,35,13,12,717,1,1,High
1134,Ink Cartridge,Mobile Accessories,703,2,1,75,1072,2,1,Low
1135,Safety Gloves,Safety,37,4,5,55,151,83,0,Medium
1136,Safety Gloves,Mobile Accessories,39,4,2,44,877,109,1,Medium
1137,Safety Gloves,Safety,23,4,5,36,1401,85,0,Medium
1138,Toner,Printer Supplies,399,8,1,41,642,19,0,Low
1139,Safety Gloves,Storage Devices,593,0,1,65,1134,12,0,Low
1140,Keyboard,Safety,29,49,14,61,1100,4,1,High
1141,Switch,Safety,34,4,2,56,2126,82,0,Medium
1142,Router,Mobile Accessories,40,4,5,59,210,59,1,Medium
1143,Toner,Office Supplies,17,47,9,70,35,6,1,High
1144,Monitor Stand,Mobile Accessories,32,4,5,58,1728,72,0,Medium
1145,HDD,Office Supplies,360,4,2,40,306,17,0,Low
1146,Receipt Printer,Storage Devices,14,4,3,27,1258,70,0,Medium
1147,Barcode Scanner,Safety,366,1,4,45,1157,29,0,Low
1148,Toner,Electronics,28,38,4,28,164,0,1,Medium
1149,Router,Computer Accessories,16,34,9,35,1218,4,1,High
1150,Notebook,Storage Devices,8,12,7,10,2060,17,0,Medium
1151,USB Flash,Storage Devices,50,4,2,55,785,73,1,Medium
1152,Laptop Charger,Safety,0,37,12,21,1203,2,1,High
1153,Switch,Mobile Accessories,438,6,4,58,1763,26,0,Low
1154,Router,Computer Accessories,275,5,2,30,1039,26,0,Low
1155,Switch,Safety,33,4,2,42,1043,82,1,Medium
1156,Safety Gloves,Safety,334,0,1,37,1407,28,0,Low
1157,Barcode Scanner,Computer Accessories,131,0,1,19,116,19,0,Low
1158,Monitor Stand,Electronics,34,59,12,74,1016,5,1,High
1159,Toner,Office Supplies,345,2,2,69,1362,31,1,Low
1160,Printer Cable,Safety,716,2,2,66,174,2,1,Low
1161,Router,Storage Devices,305,4,1,80,302,4,1,Low
1162,HDD,Printer Supplies,89,38,8,64,2071,0,0,Medium
1163,HDD,Office Supplies,67,38,5,60,1268,7,0,Medium
1164,Toner,Office Supplies,465,1,2,49,1396,3,0,Low
1165,Keyboard,Safety,5,4,5,10,654,67,0,Medium
1166,Ink Cartridge,Safety,23,41,8,80,554,5,1,High
1167,Pen Pack,Office Supplies,0,62,9,21,729,0,0,High
1168,Monitor Stand,Computer Accessories,5,31,13,27,1083,9,0,High
1169,Pen Pack,Electronics,56,4,2,70,554,96,1,Medium
1170,Safety Gloves,Computer Accessories,551,6,2,62,1669,13,0,Low
1171,Barcode Scanner,Electronics,24,67,15,51,215,9,1,High
1172,USB Flash,Safety,124,4,2,18,962,22,0,Low
1173,Router,Printer Supplies,17,38,8,13,153,4,1,Medium
1174,Monitor Stand,Printer Supplies,37,51,11,73,843,8,1,High
1175,Switch,Mobile Accessories,399,6,1,51,1600,28,0,Low
1176,Switch,Safety,20,5,2,34,1318,86,0,Medium
1177,HDD,Printer Supplies,89,38,8,64,1009,3,0,Medium
1178,Mouse,Electronics,34,35,14,65,413,2,1,High
1179,HDD,Mobile Accessories,395,4,4,80,2029,8,0,Low
1180,Laptop Charger,Safety,2,37,8,20,1200,3,1,High
1181,Safety Gloves,Storage Devices,652,0,4,70,1240,12,0,Low
1182,Safety Gloves,Computer Accessories,491,6,2,56,1529,16,0,Low
1183,Notebook,Safety,480,2,4,65,235,3,0,Low
1184,USB Flash,Office Supplies,16,43,15,20,2390,3,1,High
1185,Printer Cable,Mobile Accessories,34,45,11,63,1489,12,1,High
1186,Switch,Mobile Accessories,208,0,2,31,2128,22,0,Low
1187,Toner,Storage Devices,26,47,9,39,1524,5,0,High
1188,HDD,Office Supplies,350,1,2,47,228,16,0,Low
1189,Toner,Safety,301,0,1,35,616,24,1,Low
1190,Monitor Stand,Safety,14,47,9,61,1227,1,0,High
1191,Keyboard,Office Supplies,3,45,15,29,708,0,0,High
1192,Ink Cartridge,Mobile Accessories,525,1,2,39,1045,7,0,Low
1193,Printer Cable,Computer Accessories,185,1,2,10,1739,9,0,Low
1194,Safety Gloves,Electronics,35,38,5,34,722,15,1,Medium
1195,Laptop Charger,Electronics,90,10,7,75,1887,11,1,Medium
1196,Printer Cable,Safety,503,4,4,71,2184,1,0,Low
1197,Pen Pack,Storage Devices,144,1,2,17,255,6,1,Low
1198,Mouse,Electronics,243,8,2,58,1796,0,0,Low
1199,Receipt Printer,Safety,136,0,1,17,2297,2,0,Low
1200,Toner,Storage Devices,32,64,13,48,2500,0,1,High
1201,HDD,Storage Devices,569,5,1,77,2250,30,0,Low
1202,Safety Gloves,Printer Supplies,14,55,11,70,1745,8,1,High
1203,Keyboard,Computer Accessories,26,4,5,52,461,108,1,Medium
1204,Toner,Safety,271,0,2,31,573,26,0,Low
1205,Toner,Printer Supplies,47,16,4,47,1204,17,0,Medium
1206,HDD,Electronics,0,27,11,48,2129,2,0,High
1207,Pen Pack,Electronics,47,9,6,55,2203,38,0,Medium
1208,Monitor Stand,Safety,7,65,13,66,1477,5,1,High
1209,HDD,Storage Devices,201,6,1,27,1253,11,0,Low
1210,USB Flash,Storage Devices,663,9,4,67,35,13,0,Low
1211,Notebook,Safety,600,1,3,67,315,2,0,Low
1212,Router,Storage Devices,257,0,2,26,1379,7,0,Low
1213,Safety Gloves,Printer Supplies,11,34,15,57,738,7,1,High
1214,Switch,Computer Accessories,249,2,1,31,1254,19,1,Low
1215,Monitor Stand,Safety,3,30,10,67,1517,4,1,High
1216,Notebook,Printer Supplies,447,0,4,64,1262,5,0,Low
1217,USB Flash,Office Supplies,13,43,15,21,2449,0,1,High
1218,Monitor Stand,Computer Accessories,15,42,13,29,1287,0,1,High
1219,Ink Cartridge,Printer Supplies,8,39,10,38,1336,2,0,High
1220,Receipt Printer,Office Supplies,26,10,7,32,2324,6,0,Medium
1221,Mouse,Mobile Accessories,63,33,6,61,2488,0,0,Medium
1222,Barcode Scanner,Storage Devices,56,38,5,50,1853,15,0,Medium
1223,Ink Cartridge,Storage Devices,463,5,1,45,1941,4,0,Low
1224,Monitor Stand,Safety,5,21,15,60,1241,4,1,High
1225,Ink Cartridge,Safety,15,57,8,70,2225,10,1,High
1226,Printer Cable,Electronics,53,13,6,52,176,9,0,Medium
1227,Notebook,Computer Accessories,22,42,15,70,611,0,1,High
1228,HDD,Office Supplies,380,3,2,39,565,16,0,Low
1229,HDD,Mobile Accessories,462,5,4,61,602,18,1,Low
1230,Printer Cable,Safety,64,12,4,63,427,22,1,Medium
1231,Keyboard,Office Supplies,0,37,13,21,327,7,0,High
1232,Safety Gloves,Storage Devices,664,0,3,59,1289,10,0,Low
1233,USB Flash,Safety,25,38,8,23,315,1,0,Medium
1234,Notebook,Safety,393,2,1,62,437,2,0,Low
1235,Safety Gloves,Electronics,333,5,1,50,2352,10,0,Low
1236,Pen Pack,Electronics,42,4,2,67,693,100,0,Medium
1237,Printer Cable,Safety,721,1,3,70,51,3,1,Low
1238,HDD,Safety,27,38,12,31,973,7,1,High
1239,USB Flash,Office Supplies,484,9,1,80,210,3,1,Low
1240,Printer Cable,Computer Accessories,170,8,2,10,1863,13,0,Low
1241,Notebook,Printer Supplies,25,27,7,44,535,11,1,High
1242,HDD,Mobile Accessories,8,38,12,33,1211,5,1,High
1243,Receipt Printer,Storage Devices,13,4,4,19,1263,84,0,Medium
1244,Barcode Scanner,Electronics,33,72,15,54,59,10,1,High
1245,HDD,Electronics,2,23,8,54,2143,6,0,High
1246,Safety Gloves,Storage Devices,20,22,7,17,1075,5,0,Medium
1247,Toner,Office Supplies,239,4,3,21,1428,31,0,Low
1248,Router,Printer Supplies,117,38,8,79,2085,7,1,Medium
1249,Router,Mobile Accessories,10,25,7,10,1222,16,1,Medium
1250,Mouse,Office Supplies,13,33,15,70,1372,7,0,High
1251,Notebook,Electronics,21,59,11,64,823,6,1,High
1252,Pen Pack,Storage Devices,1,58,13,19,1297,7,0,High
1253,Monitor Stand,Storage Devices,24,4,3,42,1788,103,0,Medium
1254,Toner,Electronics,0,63,13,13,1813,1,1,High
1255,Keyboard,Office Supplies,375,0,2,55,2500,5,0,Low
1256,Printer Cable,Electronics,46,13,6,56,320,11,0,Medium
1257,Notebook,Computer Accessories,18,54,14,75,682,3,1,High
1258,Toner,Computer Accessories,142,2,1,22,1193,23,0,Low
1259,Switch,Printer Supplies,56,38,5,42,1524,24,1,Medium
1260,Barcode Scanner,Mobile Accessories,494,4,2,73,2500,19,0,Low
1261,Laptop Charger,Office Supplies,26,34,8,23,233,2,0,Medium
1262,Pen Pack,Printer Supplies,93,38,3,77,700,0,0,Medium
1263,Barcode Scanner,Storage Devices,3,68,11,62,2311,3,0,High
1264,Receipt Printer,Storage Devices,230,8,2,28,1653,27,0,Low
1265,Router,Computer Accessories,9,37,9,43,896,12,1,High
1266,Keyboard,Office Supplies,0,64,14,20,614,4,1,High
